Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-579,Axiology,Critical & Social Aesthetics,Feminist Aesthetics,Decentred Aesthetics (feminist aesthetics),Plurality; inclusiveness; non-normative beauty,Models of diverse body types and skin colours lined up; portraits of non-standard faces each with dignity; women of different ages in one frame; ethnic minority traditional clothing in everyday mix; disabled dancers' unique bodily language on stage,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,related,"Stanford Encyclopedia of Philosophy: feminist philosophy, interventions: aesthetics",https://plato.stanford.edu/entries/feminism-aesthetics/,2026-09-09,candidate
PHC-580,Axiology,Critical & Social Aesthetics,Feminist Aesthetics,Feminist Aesthetics (feminist aesthetic tradition),Women's perspective; self-expression; breaking silence,Steady gaze in women artists' self-portraits; tension in body-as-material installations; intimacy of private-diary creative texture; aestheticisation of everyday experience; intimate scale of whispering-like works,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,related,"Stanford Encyclopedia of Philosophy: feminist philosophy, interventions: aesthetics",https://plato.stanford.edu/entries/feminism-aesthetics/,2026-09-09,candidate
PHC-581,Axiology,Critical & Social Aesthetics,Feminist Aesthetics,The Politicized Body,Bodily contestation; site of identity struggle; resisting flesh,Silver-white stretch marks on abdominal skin; contrast between tight constraint and loose liberation; political graffiti on body; story-bearing scars on skin; contrasting young and aged body textures,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",physiological,related,Stanford Encyclopedia of Philosophy: perspectives on the body,https://plato.stanford.edu/entries/feminist-body/,2026-09-09,candidate
PHC-582,Axiology,Critical & Social Aesthetics,Frankfurt School,Aesthetic Autonomy (Adorno),Independence; self-sufficiency; not serving others,Composer burning finished score; artist destroying work; refusing commercial collaboration; creating unseen; destroying impure works,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,esteem; self_actualization,related,"Stanford Encyclopedia of Philosophy: Adorno, Theodor W.",https://plato.stanford.edu/entries/adorno/,2026-09-09,candidate
PHC-583,Axiology,Critical & Social Aesthetics,Frankfurt School,Aura (Benjamin),Unique; here-and-now; authentic presence,Ancient Egyptian mask with fingerprints and cracks; crowd gazing at Mona Lisa; Beethoven's faded ink; signed title page; leaf's unique insect-hole,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: Benjamin, Walter",https://plato.stanford.edu/entries/benjamin/,2026-09-09,candidate
PHC-584,Axiology,Critical & Social Aesthetics,Frankfurt School,"Culture Industry (Adorno, Horkheimer)",Standardisation; homogeneity; assembly-line reproduction,Thousands identical dolls on line; identical film posters; homogenised pop playlists; uniformised talent shows; identical chain-store facades,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: Adorno, Theodor W.",https://plato.stanford.edu/entries/adorno/,2026-09-09,candidate
PHC-585,Axiology,Critical & Social Aesthetics,Frankfurt School,Mechanical Reproduction (Benjamin),Repeatable; mass-producible; loss of original,Printing-roller output; looped digital image; stacked posters; identical shelf items; identical hard-drive copies,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: Benjamin, Walter",https://plato.stanford.edu/entries/benjamin/,2026-09-09,candidate
PHC-586,Axiology,Critical & Social Aesthetics,Frankfurt School,Negation (Adorno),Refusal; critique; dissonance; negative force,Single slash on blank canvas; dissonant sting in symphony; atonality's lost centre; sharp sound after silence; black cube in white room,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: Adorno, Theodor W.",https://plato.stanford.edu/entries/adorno/,2026-09-09,candidate
PHC-587,Axiology,Critical & Social Aesthetics,Postcolonial & Globalisation Aesthetics,Colonial Encounter (Fanon),Cultural tearing; self-alienation; mimicry and being-looked-at,Black face wearing a white mask; native imitating coloniser's dress; two different selves in the mirror; body in Western suit after cutting traditional clothes; speaking coloniser's language but with an accent,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-588,Axiology,Critical & Social Aesthetics,Postcolonial & Globalisation Aesthetics,"Diasporic Aesthetics (Said, Gilroy)",Fluid identity; nostalgia; self in exile,Suitcase and old photo side-by-side; exile gazing back at homeland sea; familiar food in unfamiliar kitchen; diary written in two languages; homeland music on foreign street,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-589,Axiology,Critical & Social Aesthetics,Postcolonial & Globalisation Aesthetics,Global Aesthetics,Cross-cultural resonance; tension between local and global,Poster juxtaposing symbols from different cultures; same theme expressed in different cultural idioms; sense of rupture between global and local; cultural map with dissolving borders; local narratives at international biennales,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-590,Axiology,Critical & Social Aesthetics,Postcolonial & Globalisation Aesthetics,Hybridity (Bhabha),Cultural cross-breeding; third space; interwoven identities,European building with local ornamentation; native folk song sung in English; cheongsam with sneakers; traditional pattern on modern T-shirt; local spices in Western dish,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-591,Axiology,Critical & Social Aesthetics,Postcolonial & Globalisation Aesthetics,Mimicry (Bhabha),Imitation without completeness; almost but not quite,Localised decoration in colonial church; distinctive Indian English pronunciation; recognisably adapted local cuisine; Western-style furniture made of native materials; local gestures retained while mimicking coloniser,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-592,Axiology,Critical & Social Aesthetics,Postmodern Aesthetics,Late Capitalist Cultural Logic (Jameson),Waning of affect; exhaustion of style; spread of nostalgia culture,Fragmented collage in music videos; historical quotation in architecture; retro nostalgia in film; appropriation of past decades in advertising; historical-style mashup in fashion,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: James, William",https://plato.stanford.edu/entries/james/,2026-09-09,ontology_only
PHC-593,Axiology,Critical & Social Aesthetics,Postmodern Aesthetics,Metanarrative (Lyotard),End of grand narratives; suspicion of all big stories,Unified history book broken into multiple small narratives; questioning the myth of scientific progress; fragmentation of communist ideals; limits of Enlightenment reason; multiple voices of liberation narratives,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-594,Axiology,Critical & Social Aesthetics,Postmodern Aesthetics,Parody and Pastiche (Jameson),Ironic imitation; stylistic mashup; defamiliarisation of meaning,Mona Lisa with a moustache; contemporary objects in classical paintings; parodic re-paintings of historical works; architectural mashup of different historical styles; literary collage of multiple classic texts,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: James, William",https://plato.stanford.edu/entries/james/,2026-09-09,ontology_only
PHC-595,Axiology,Critical & Social Aesthetics,Postmodern Aesthetics,Sublime (Lyotard),Presentation of the unpresentable; fracture between concept and form,Materiality in abstract expressionist canvas; incomprehensibility in avant-garde music; fracture and dislocation in postmodern architecture; experience beyond language; non-linear narrative time,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-596,Axiology,Critical & Social Aesthetics,Queer & Gender Aesthetics,Camp (Sontag),Exaggeration; artificiality; excessive beauty,Over-dramatised stage gestures; exaggerated silhouettes in fashion; deliberately affected acting in film; unconventional aesthetic experiments in fashion; deliberate elevation of the ordinary into art,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: perspectives on sex and gender,https://plato.stanford.edu/entries/feminism-gender/,2026-09-09,candidate
PHC-597,Axiology,Critical & Social Aesthetics,Queer & Gender Aesthetics,Gender Performativity (Butler),Gender as performance; everyday repetition; normative shaping,Gendered walking postures in daily life; deliberately maintained feminine mannerisms; unthinkingly repeated gender habits; gendered smiles and gestures in social settings; gender markers and their subversion in dress and hair,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: perspectives on sex and gender,https://plato.stanford.edu/entries/feminism-gender/,2026-09-09,candidate
PHC-598,Axiology,Critical & Social Aesthetics,Queer & Gender Aesthetics,Queer Aesthetics,Anomalous beauty; resistance to norms; light beyond boundaries,Drag performance on stage; gender-ambiguous outfits in underground clubs; identity markers beyond binary; body modifications against mainstream aesthetics; non-normative expressions of desire,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,related,"Stanford Encyclopedia of Philosophy: feminist philosophy, interventions: aesthetics",https://plato.stanford.edu/entries/feminism-aesthetics/,2026-09-09,candidate
PHC-599,Axiology,Critical & Social Aesthetics,Queer & Gender Aesthetics,Subversion of Gender Norms (Butler),Questioning gender norms; deconstructing binary divisions,"Transgender self-portraits; gender-neutral makeup and daily outfits; body postures not matching gender expectations; questioning ""male/female"" binary labels; self-naming against gender labels",context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: perspectives on sex and gender,https://plato.stanford.edu/entries/feminism-gender/,2026-09-09,candidate
PHC-600,Axiology,Media & Technology Aesthetics,Media Theory,Algorithmic Aesthetics (contemporary media theory),Recommendation as taste; data as verdict; personalisation as determination,"Endless recommended similar content based on viewing time on short-video platforms; ""guess you like"" playlists on music apps; ""you may also want"" related recommendations on shopping sites; content visibility determined by likes on social platforms; news headline ranking by click rate",context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-601,Axiology,Media & Technology Aesthetics,Media Theory,Global Village (McLuhan),Simultaneity; interconnection; neighbour across oceans,Side-by-side clocks from different time zones; split-screen faces across continents in video call; submarine fibre-optic cables spanning oceans; global news reaching every screen simultaneously; faces of different colours in one video conference,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
